artist_name,title,artist_location,release,hotness,familiarity,danceability,duration,energy,loudness,year,tempo,analysis_rate,end_of_fade_in,key,key_confidence,mode,mode_confidence,start_of_fade_out,time_signature,time_signature_conf,track_id
The Wicklows,Dirty Ol' Town,,Country 'n' Irish - 20 All Time Favourites,0.2696935503839324,0.3276754373509238,0.0,148.87138,0.0,-11.185,0,124.311,22050,0.374,5,0.661,1,0.655,143.865,4,0.225,TRAVAAN128F9359AAE
Bally Sagoo,Hey Jamalo ((Def Mix)),,Ragga Muffin Mix 1991,0.34873592978406104,0.580971509956603,0.0,433.42322,0.0,-11.462,0,115.533,22050,0.171,1,0.0,1,0.0,427.967,4,1.0,TRAVALP128F92E38A1
Abbott & Chambers,Never After,Cairo/Egypt,Never After,0.21893641516044704,0.6211704695060651,0.0,385.25342,0.0,-6.838,0,93.346,22050,0.496,8,0.637,1,0.578,370.707,3,1.0,TRAVAUF128F93033E5
DJ Godfather,Night on William Street,,Live in Australia,0.3262082546201735,0.4912562094922859,0.0,202.762,0.0,-14.525,0,97.997,22050,0.0,7,0.117,1,0.467,195.617,5,1.0,TRAVABY12903C9ECFB
Arkona,Epilogue,,Lepta,0.46085314529155835,0.6463220620023868,0.0,109.92281,0.0,-14.811,0,110.06,22050,2.769,7,0.01,0,0.217,103.364,3,1.0,TRAVADZ12903CA4D29
Electrostatic,Today,Los Angeles, CA,Awake Alone,0.3126396093690988,0.4408046141478822,0.0,285.88363,0.0,-6.604,0,130.023,22050,0.189,6,0.249,1,0.322,278.901,4,0.778,TRAVAXS128F932CB2A
Alice Cooper,Be My Lover,Detroit, MI,LIVE AT MONTREUX,0.6077927514628412,0.8389243105071171,0.0,197.90322,0.0,-5.431,1971,119.744,22050,0.0,6,0.737,1,0.614,197.903,1,0.754,TRAVFEW128F92E2B47
Ms. Dynamite / Kymani Marley,Seed Will Grow,London,A Little Deeper,0.38386370432771433,0.5896946052467457,0.0,202.21342,0.0,-11.224,2002,89.996,22050,0.178,7,0.756,1,0.525,195.286,4,0.743,TRAVFSL128E078E22A
Paul Overman,Morning Rain Music by Jorge Alfano,,10 Minutes to Relax: Peaceful Retreat,0.0,0.16485330120346647,0.0,564.29669,0.0,-28.416,0,90.582,22050,2.171,11,0.139,0,0.329,555.99,1,0.0,TRAVFKG12903CB2235
Line Renaud,Sept Coeurs,,Les Années Chansons,0.3200869267523748,0.47021229568907263,0.0,166.39955,0.0,-8.762,0,155.065,22050,0.367,8,0.303,1,0.559,162.383,1,0.0,TRAVFVU128F14743B6
Mongo Santamaria,Watermelon Man,Havana, Cuba [Jesus Maria],Montreux Heat!,0.36005330653898404,0.5400377489797789,0.0,428.06812,0.0,-5.827,1963,131.971,22050,0.0,5,0.704,1,0.588,428.068,4,0.31,TRAVFOA128F92F2B38
Al Di Meola,Bianca's Midnight Lullaby,Jersey City, NJ,Greatest Hits,0.46151720449793504,0.6430166662617105,0.0,114.07628,0.0,-13.347,1980,75.11,22050,0.0,9,0.739,1,0.72,104.96,1,0.0,TRAVFJV128F92D2043
ARRESTED DEVELOPMENT,Raining Revolution (Live) (Unplugged),Atlanta, GA,Unplugged,0.4154416558236922,0.7011187444188275,0.0,273.84118,0.0,-16.963,1993,87.581,22050,32.972,11,0.068,1,0.468,259.617,4,0.727,TRAVFSW128F145C1D2
The Distillers,The Blackest Years (CD only hidden track),L.A *California, Estados Unidos ,The Distillers,0.48853612540190205,0.6810906917425594,0.0,448.54812,0.0,-5.055,2000,161.288,22050,0.0,7,0.791,1,0.762,448.548,4,0.714,TRAVFPH128F42621EE
Cecilia Bartoli / International Chamber Soloists / Orchestra La Scintilla / Adam Fischer,Se un mio desir...Cedi al duo!,Rome, Italy,Maria,0.3727764981274655,0.61280404427931,0.0,225.14893,0.0,-25.349,0,79.261,22050,2.49,5,0.371,0,0.49,214.338,5,0.49,TRAVOBO128F422B7BC
Nelson Ned,Noche De Ronda, Ubá, Minas Gerais,Selecao De Ouro Vol.2,0.32188268994567615,0.49866364857789747,0.0,234.57914,0.0,-12.452,0,91.044,22050,0.334,4,1.0,0,0.872,230.354,5,0.369,TRAVOTJ128F1472926
Bézu,La java bleue,Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !,Bézu au bal musette,0.1489854809922737,0.37385062304422495,0.0,145.99791,0.0,-6.655,0,103.541,22050,0.0,5,0.625,1,0.593,141.137,3,1.0,TRAVOAF12903CC29FB
Benny Spellman,I Didn't Know,Pensacola, FL,Benny Spellman Selected Favorites,0.30502349651202204,0.4386434987422444,0.0,171.75465,0.0,-18.498,0,101.163,22050,0.0,5,0.3,1,0.437,165.14,4,0.325,TRAVOWQ128F931412C
P.O.D.,Find My Way (Album Version),,Payable On Death,0.5330853751571502,0.8598733119890262,0.0,189.54404,0.0,-3.753,0,162.019,22050,0.183,7,0.209,0,0.371,176.82,4,0.659,TRAVOVP128E078512B
Michelle Tumes,Everywhere (Dream Album Version),,Very Best Of Michelle Tumes,0.39599952273493794,0.6129125729004771,0.0,228.72771,0.0,-8.278,0,124.104,22050,0.253,7,0.001,1,0.386,216.3,4,1.0,TRAVONG128F148A68D
Beres Hammond Feat. Jah Youth,Good Old Dancehall Vibes,,Strictly The Best Vol. 31,0.453371188064994,0.6810844198440649,0.0,247.77098,0.0,-5.652,0,150.788,22050,0.148,7,0.484,1,0.436,242.765,4,0.127,TRAVOXE12903D0FBB2
Anthony Watson,I Love Being Single (club extended mix),Mobile, AL,I Love Being Single,0.0,0.36843634011686344,0.0,346.27873,0.0,-6.73,0,190.01,22050,0.317,8,0.136,1,0.442,343.307,4,0.518,TRAVOJH12903CF3E86
Ashton Shepherd,Sounds So Good,,Sounds So Good,0.3909636117315853,0.6793950514218868,0.0,207.09832,0.0,-4.66,2008,154.354,22050,0.195,4,0.463,1,0.512,191.652,4,0.0,TRAVOHH128F4247EF9
Daniel Johnston,High Horse,Sacramento, CA,Is and Always Was,0.4736131893753991,0.7133221465467205,0.0,153.33832,0.0,-8.208,2009,128.022,22050,0.0,0,1.0,1,0.845,145.467,4,0.431,TRAVOPU128F9360B7D
Confetti's,The Sound of C (Acapella),,Greatest Hits,0.2991200144735828,0.4366602131311031,0.0,40.17587,0.0,-8.99,0,112.549,22050,0.16,2,0.0,1,0.0,40.176,4,1.0,TRAVOXW12903CA910B
2 Minutos,Valentin Alsina,,Valentin Alsina,0.372462979783255,0.5918462874725177,0.0,91.34975,0.0,-11.867,0,95.502,22050,0.0,8,0.115,0,0.525,82.03,4,0.865,TRAVOLQ128F9322DB4
Tommy Makem;The Clancy Brothers,The Barnyards Of Delgaty (Live),United States,Hearty & Hellish,0.3657473072683132,0.5042187563540887,0.0,121.67791,0.0,-13.906,0,100.831,22050,0.0,5,0.041,1,0.465,117.644,4,0.793,TRAVOYJ128F92DD470
Anthony Cruz,Missing You,Mandeville, Jamaica,Down By The River,0.3335846278352391,0.5344436024147244,0.0,217.75628,0.0,-4.481,0,161.899,22050,0.0,1,1.0,1,0.863,212.37,4,0.347,TRAVOFJ128F933DEA1
Charlie Haden,American Dreams,Shenandoah, IA,American Dreams,0.3753748194868852,0.6182968439727855,0.0,292.17914,0.0,-24.22,2002,141.229,22050,2.316,7,0.367,1,0.288,283.597,4,0.06,TRAVHTT128F14987BB
Rachel Portman,The Letters,,The Sisterhood of the Traveling Pants 2,0.39428262114457113,0.6038827924392042,0.0,161.43628,0.0,-25.752,2008,91.889,22050,2.165,7,0.089,1,0.539,152.636,4,0.255,TRAVHRU128F92C637E
The Elders,Send a Prayer,,Racing the Tide,0.4153036425812273,0.5570945047145802,0.0,294.86975,0.0,-7.028,0,111.408,22050,0.073,0,0.386,1,0.547,286.134,4,1.0,TRAVHPV128F933E986
Walter Wanderley Trio,O Menino Desce O Morro,,Hammond Bossa From Brasil (Jazz Club),0.25614864548044425,0.28521031642142786,0.0,196.64934,0.0,-16.862,0,205.323,22050,0.574,7,0.528,0,0.532,183.339,4,0.0,TRAVHTY128F4271F2D
Alexisonfire,Accept Crime (Album Version),St. Catharines, ON, Canada,Old Crows Young Cardinals,0.5789335403168036,0.8311639411089827,0.0,193.98485,0.0,-3.357,0,185.063,22050,2.908,1,0.541,0,0.508,189.057,4,0.0,TRAVHCL128F93015C4
Charly García,Asesíname,,Rock And Roll Yo,0.44037073066611837,0.6200271891846529,0.0,223.05914,0.0,-7.383,2003,93.011,22050,0.0,2,0.423,1,0.637,223.059,4,0.104,TRAVHLR128F146B476
Sonny James,I'll Never Find Another You,Hackleburg, AL,Capitol Collectors Series,0.35551592664204407,0.5035236667540658,0.0,146.02404,0.0,-15.911,1967,144.538,22050,0.462,0,0.63,1,0.597,135.372,4,0.903,TRAVHIA128F1494B0C
Sade,Paradise,Ibadan, Nigeria,Lovers Live,0.5173422859533258,0.7714921495221693,0.0,271.98649,0.0,-8.183,1988,80.292,22050,0.0,10,0.303,0,0.402,271.986,3,0.402,TRAVMRI128F4259E76
Kako,Mi Bomba,,Kako,0.3253338719526037,0.4350266840034209,0.0,319.26812,0.0,-15.813,0,128.808,22050,0.231,4,0.522,0,0.408,311.763,5,0.687,TRAVMUT128F92F9857
Atman,Lingan,,97 | 07,0.37456025292704015,0.526077280016743,0.0,341.36771,0.0,-10.017,1997,109.099,22050,0.0,11,0.152,0,0.333,324.377,4,1.0,TRAVMOE128F9336555
Novika,Common Tear,,Tricks Of Life,0.4245581286758415,0.607105153110791,0.0,214.49098,0.0,-9.114,2006,200.016,22050,0.148,0,0.955,1,0.966,210.872,4,0.727,TRAVMPT128F4246BE4
Jimi Hendrix,Once I Had A Woman,Seattle, USA,Blues,0.5950694072696967,0.8409639009345767,0.0,469.60281,0.0,-13.615,1975,86.992,22050,0.218,0,0.151,0,0.209,453.486,3,0.699,TRAVMXD12903CBBD0B
Atomic Rooster,Close Your Eyes,United Kingdom,Made In England,0.40456653752608035,0.5207576346371982,0.0,158.77179,0.0,-9.217,1972,111.261,22050,0.119,5,0.755,1,0.636,154.982,4,0.759,TRAVMQE12903D08335
Chris Clark,If You Should Walk Away,Los Angeles, CA,The Motown Anthology,0.3984699599085864,0.5972814779044859,0.0,192.65261,0.0,-13.781,1967,160.011,22050,0.212,10,0.253,0,0.397,188.726,4,0.656,TRAVMXQ128E0785F82
Gene Chandler,I Hate to Be the One to Say,Chicago, IL,Constellation of Rhythm & Blues,0.39376269898655997,0.5700167028852964,0.0,144.71791,0.0,-9.693,0,125.028,22050,0.38,4,0.375,1,0.507,138.89,4,0.124,TRAVMYN12903CB58A2
Camp Lo,Sparkle,New York, NY [Bronx],Uptown Saturday Night,0.44521698744131516,0.6554834784453758,0.0,227.65669,0.0,-13.239,1997,93.728,22050,0.229,9,0.481,1,0.394,207.964,4,1.0,TRAVMFC128F428CDE0
Fever Ray,When I Grow Up,Stockholm,Live In Lulea,0.5291669829264597,0.7137828859773337,0.0,335.5424,0.0,-9.277,2009,184.004,22050,0.0,0,0.451,1,0.512,324.899,4,0.891,TRAVMWQ128F934B098
Raphaël,Caravane (Live 2006),France,Une Nuit Au Châtelet,0.3861516314132549,0.5574602197393447,0.0,234.39628,0.0,-6.373,2007,99.75,22050,0.0,7,0.138,1,0.394,230.557,1,0.0,TRAVMZX128F14AB117
Gustavo Cerati,Tu Cicatriz En Mi,,Siempre Es Hoy/Reversiones,0.4266426571710646,0.6949834090734855,0.0,232.48934,0.0,-4.286,0,110.016,22050,0.195,2,0.0,1,0.0,226.075,4,1.0,TRAVJDB128F93305EB
Roger Reynolds,Binaural Presentation - Kokoro. Pt. 5,,Process And Passion,0.2635090972993376,0.3156924102499128,0.0,313.73016,0.0,-41.806,0,43.877,22050,0.973,6,0.392,0,0.52,313.73,1,0.0,TRAVJNA128F421FFE0
BT,Korean Waterhole,Earth,Stealth,0.5122267383177268,0.7864270833791762,0.0,94.9024,0.0,-19.345,2005,148.653,22050,2.345,2,0.0,1,0.0,94.902,5,0.216,TRAVJOO128F14AD39C
The Sun Harbor's Chorus-Documentary Recordings,We Started Together,,Run to Cadence with the U.S. Navy,0.2491372295395512,0.21483719171620327,0.0,52.45342,0.0,-16.945,0,155.954,22050,0.0,3,0.235,1,0.209,52.453,3,1.0,TRAVJCF128F42755D5
Tito Allen,Nadie Como Tu,,Salsa,0.25113126654452694,0.41448820841052364,0.0,288.39138,0.0,-6.311,0,192.021,22050,0.167,7,0.561,1,0.527,281.519,7,0.22,TRAVJXS128F931C380
George Jones,Together Alone,Beaumont, Texas,Still The Same Ole Me,0.4636738694438821,0.7302649910714449,0.0,181.60281,0.0,-17.198,0,168.248,22050,2.833,2,1.0,1,0.951,170.736,4,0.0,TRAVJRC128F425D474
LL Cool J,Headsprung,Bayshore, Long Island, NY,Headsprung,0.5443219148388789,0.749217793048955,0.0,270.10567,0.0,-7.553,2004,99.914,22050,0.124,10,0.006,1,0.33,257.701,4,1.0,TRAVJHK128E078370B
Joi,Oh My People,Georgia,One And One Is One,0.36087146537460557,0.6790118688100006,0.0,321.2273,0.0,-5.388,0,182.01,22050,0.107,4,0.671,0,0.495,314.897,4,0.71,TRAVCWS128F1469EE2
Rainer Bielfeldt,Das große Segel,,Alles nur ein Traum,0.0,0.40744807221717816,0.0,198.00771,0.0,-7.613,0,153.911,22050,0.066,0,0.725,1,0.683,184.581,4,0.347,TRAVCBH128F9315585
Corderoy,Rock Guitar,,Rock Guitar,0.37130459023439955,0.49425281927370995,0.0,513.43628,0.0,-4.003,0,137.896,22050,4.574,9,0.061,0,0.323,501.017,4,0.396,TRAVCKQ128F935BC1E
Jason & The Scorchers,Help There's A Fire,,Fervor / Lost & Found,0.41478386309228343,0.500510256360053,0.0,172.25098,0.0,-5.015,1983,184.884,22050,0.135,7,0.708,1,0.625,172.251,4,0.0,TRAVCBP128F422930E
Lupe Fiasco feat. GemStones and Graham Burris,Dumb It Down (Live From Chicago),Chicago, IL,Superstar,0.5546332305741549,0.9020629269028733,0.0,211.69587,0.0,-5.971,2007,88.096,22050,2.009,5,0.406,1,0.446,205.781,5,0.335,TRAVCWE12903CEF076
Twenty 4 Seven,Take Your Chance,Virginia,Best of,0.4824909724443361,0.540862601844078,0.0,215.01342,0.0,-12.066,0,141.964,22050,0.311,8,0.852,1,0.67,209.816,4,0.459,TRAVCTG12903CFF7F9
Mithotyn,On Misty Pathways,Sweden,King of the Distant Forest,0.36110593753746045,0.5481851957102345,0.0,313.36444,0.0,-3.944,1998,88.336,22050,0.282,2,0.569,0,0.506,310.34,4,0.312,TRAVCNA128F930975C
Gail Davies,Following You Around (Album Version),Broken Bow, OK,What Can I Say,0.23232848937033523,0.3321943831413619,0.0,192.96608,0.0,-16.308,0,127.494,22050,0.183,9,0.094,0,0.012,177.58,4,0.0,TRAVDNM128F9344090
Marc Perrone,Serenade valse,,Voyages,0.2855912715175029,0.45613667443492384,0.0,62.51057,0.0,-16.972,0,98.467,22050,0.0,7,0.15,1,0.411,56.14,3,0.639,TRAVDDS12903CDD092
Creedence Clearwater Revisited,Proud mary,,Recollection/Live,0.34495986642942134,0.42422313456853833,0.0,203.7024,0.0,-6.548,1998,123.522,22050,0.0,7,0.038,1,0.435,203.702,4,1.0,TRAVDDJ128F92EF09C
Leslie Mendelson,Turn It Over (Album Version),NY - New York City,Swan Feathers,0.34866476966572346,0.49123842225944964,0.0,206.52363,0.0,-10.599,2009,106.499,22050,0.282,0,0.777,1,0.687,198.682,1,0.33,TRAVDRG12903C9A44C
Kekele,Affaire Mokuwa,,Congo Life,0.31030914866795456,0.4101459923104806,0.0,306.96444,0.0,-5.713,2005,86.658,22050,0.374,2,0.454,1,0.639,299.474,5,0.747,TRAVDMO12903CDA1DB
Elvenking,A Fiery Stride (Ltd. Edition Bonus),,Wyrd,0.4233000133085071,0.6464016524944037,0.0,299.31057,0.0,-5.157,2004,165.278,22050,0.065,7,0.439,1,0.491,294.446,4,0.383,TRAVDQQ128F421B864
Entre Ríos,Altas Horas,,Onda,0.3624196115384583,0.5383468266038252,0.0,221.30893,0.0,-9.095,2005,47.96,22050,0.0,7,0.793,1,0.752,214.965,4,0.671,TRAVDBI12903D105BB
Claire Hamill,Japanese Lullaby,UK - England - South East,Love In The Afternoon,0.35312499004640036,0.515847654169403,0.0,221.6224,0.0,-16.503,0,70.196,22050,4.76,9,0.681,0,0.815,199.599,4,0.42,TRAVDSA128F92D3852
DCX,Hold Me,,Hold Me,0.33343232679771556,0.46901873521831006,0.0,193.72363,0.0,-5.548,2008,135.045,22050,0.34,8,0.4,1,0.359,182.892,1,0.0,TRAVDBV128F424EAD8
Usher featuring Jermaine Dupri,Chivalry,Atlanta, GA,Here I Stand (Deluxe Version),0.854637828218057,0.8564489236516379,0.0,246.09914,0.0,-6.708,0,127.911,22050,0.074,6,0.752,0,0.797,231.59,4,0.445,TRAVDCO128F9324A1D
Memphis Minnie,Nothing In Rambling,Algiers, LA,Memphis Minnie Vol. 5 (1940-1941),0.36064422701589893,0.5885718420568349,0.0,166.66077,0.0,-17.053,1995,112.625,22050,0.316,11,0.02,1,0.393,161.321,4,0.06,TRAVDGG128F92E389A
Big Daddy Rick,Pac's Break,,Rough Electro,0.0,0.1963120599843201,0.0,373.52444,0.0,-10.104,0,104.692,22050,0.0,9,0.305,1,0.329,366.277,5,1.0,TRAVDKK12903CAF5D9
Karen Peck And New River,My God Will Always Be Enough,Tennessee,The Best Of Karen Peck And New River,0.37383289436536393,0.32570077099924793,0.0,280.5024,0.0,-13.844,2000,76.716,22050,0.161,11,0.653,1,0.739,269.172,4,0.866,TRAVDQU128EF34E7A8
Herb Alpert And The Tijuana Brass,Adios_ Mi Corazon,BEVERLY HILLS, California,South Of The Border,0.4813690532756141,0.5524167322191708,0.0,163.94404,0.0,-14.962,1964,97.52,22050,0.142,5,0.62,1,0.228,153.681,1,0.341,TRAVVSL128F92F607D
Madonna,Into The Groove,Bay City, MI,Celebration,0.6655766191588914,0.9158232530331046,0.0,285.09995,0.0,-4.104,1985,116.512,22050,0.366,1,0.0,1,0.0,263.663,4,1.0,TRAVVZW12903CCEEE7
X-Raided,Whatever It Took,,The Unforgiven_ V.1: ...In The Beginning,0.438701670044784,0.6245733790794018,0.0,210.70322,0.0,-3.103,0,115.717,22050,0.363,6,0.119,0,0.212,210.703,5,0.713,TRAVVEB128F934DD34
Nick Ingman,Down Home,London, England,Bite Harder: The Music De Wolfe Studio Sampler_ Vol. 2,0.3185360299358178,0.407430399749988,0.0,179.43465,0.0,-9.146,1973,97.571,22050,0.149,11,0.151,1,0.176,171.381,4,0.985,TRAVVOP12903CC5771
Washboard Sam,The Gal I Love,Walnut Ridge, AR,Washboard Sam Vol. 3 (1938),0.3267503339737977,0.5057847627270969,0.0,165.0673,0.0,-15.853,0,99.006,22050,0.392,0,0.624,1,0.542,158.97,1,0.0,TRAVVTS128F429F74D
R.E.M.,There She Goes Again,Athens, GA,Murmur - Deluxe Edition,0.6238352009226658,0.7306695019354311,0.0,163.81342,0.0,-5.775,1983,138.703,22050,0.0,9,0.271,1,0.261,163.813,1,0.0,TRAVVRE128F92EC0A9
Ray Sandoval,Tempestad,Tucson, Arizona,A La Naturaleza,0.0,0.2946779221221197,0.0,415.99955,0.0,-17.621,0,106.324,22050,8.684,4,0.353,0,0.461,404.068,4,0.775,TRAVVMO128F422B4CC
Belle & Sebastian,Stay Loose,,Dear Catastrophe Waitress,0.5650456592207079,0.744734766782699,0.0,401.8673,0.0,-7.916,2003,86.505,22050,0.165,0,0.508,0,0.521,383.303,1,1.0,TRAVVBW128F42819B2
The Twinkle Brothers,Natty Dread Up Town,,Rasta Pon Top,0.3230171966882887,0.5070099744588996,0.0,198.37342,0.0,-16.154,0,94.303,22050,0.206,1,0.284,0,0.364,188.563,4,0.438,TRAVVWK128F4244971
Bruce Katz Band,Just An Expression,,Crescent Crawl,0.2232474997671332,0.32994770673888224,0.0,209.05751,0.0,-17.216,0,96.952,22050,0.262,0,0.675,0,0.424,189.672,5,0.262,TRAVVDF128F92E6FD7
André Verchuren,Aubade D'Oiseau,Neuilly-sous-Clermont (Oise),Les Increvable N2,0.26712486735047014,0.36072920580223455,0.0,160.26077,0.0,-10.307,0,210.858,22050,0.392,7,0.618,1,0.445,156.056,1,0.0,TRAVVYK128F92E7FDE
Rob Mullins,5 4 3 2 1,California - LA,Jazz Straight Ahead,0.3224678213454545,0.4179360568274809,0.0,242.07628,0.0,-12.688,0,146.306,22050,0.0,10,0.483,1,0.395,236.263,3,1.0,TRAVVUS128F92EA4F9
Daniel Kobialka,Singing The Night,United States,World On A String,0.3152781991129686,0.44106015184555775,0.0,404.21832,0.0,-14.768,0,101.073,22050,0.253,2,0.531,1,0.627,391.488,7,0.896,TRAVVHD128F4276138
Fastball,No Return (Album Version),Austin, TX,This Is Where I Belong: The Songs Of Ray Davies And The Kinks,0.46326401921666643,0.6478020298537229,0.0,248.92036,0.0,-12.555,0,131.964,22050,0.264,1,0.959,1,0.631,235.52,4,0.873,TRAVVKY128F147C330
War Babies,Cry Yourself To Sleep,,War Babies,0.3292202363883974,0.42241331341634997,0.0,285.83138,0.0,-5.977,1991,165.965,22050,0.0,3,0.319,0,0.422,269.172,4,0.196,TRAVVIV128F932617C
Yvette Horner,Le Chant Du Tropeau (La Canción Del Rebaño) Vals Tirolés,,Vintage World Nº 16 - EPs Collectors "Yvette Horner And His Accordion,0.2958898118327957,0.411875463168056,0.0,137.32526,0.0,-7.748,0,62.614,22050,0.0,1,0.565,1,0.555,132.069,4,0.0,TRAVQTM12903CE81E9
George Faith,If Loving You Is Wrong I Don't Wanna Be Right,,Soulful,0.295549702547384,0.43319463854408863,0.0,277.08036,0.0,-14.237,1996,119.866,22050,0.247,11,0.833,0,0.552,269.613,4,0.0,TRAVQIO128E0790E80
Shout Out Out Out Out,How Do I Maintain Pt. II,780,Reintegration Time,0.4352392369542526,0.5791354331078299,0.0,233.9522,0.0,-7.571,2009,120.006,22050,0.0,5,0.313,1,0.355,228.357,4,1.0,TRAVQCA12903CA2F92
Marc Broussard,Going Home (Album Version),BIRMINGHAM, Alabama,When It's Good EP,0.4797653891281939,0.7108231455280679,0.0,222.22322,0.0,-10.462,0,101.694,22050,0.0,9,0.56,1,0.495,210.013,4,0.568,TRAVQUU128F92FA4E0
FSTZ,Quickstep,,Rogue Limited 01,0.14141924925208998,0.31517127825647356,0.0,257.09669,0.0,-7.173,0,140.17,22050,0.0,11,0.672,1,0.453,244.791,3,0.383,TRAVQEN12903CC828C
Randy Stonehill,Can't Buy A Miracle - Album Version,California - LA,Can't Buy A Miracle,0.32582401925914245,0.5479477085537586,0.0,227.16036,0.0,-8.724,0,122.161,22050,0.29,7,0.715,1,0.744,216.271,4,0.965,TRAVQGZ128F4231CEF
Butthole Surfers,Tongue,San Antonio, TX,Independent Worm Saloon,0.48801984168567314,0.8093237930019529,0.0,126.64118,0.0,-9.423,1993,122.47,22050,0.467,1,0.429,1,0.443,113.615,5,0.147,TRAVQBP128F145BB9B
Montrose,Down,California,Inertia,0.3892806096584947,0.5501213259675541,0.0,197.51138,0.0,-12.505,0,85.493,22050,0.0,5,0.0,0,0.37,187.321,7,1.0,TRAVQWO128F429BC6B
Slipknot,Three Nil (live) (Album Version),Des Moines, Iowa,Vol. 3: The Subliminal Verses [Special Package],0.5985554118943955,0.9289369261885644,0.0,297.53424,0.0,-3.194,0,122.865,22050,0.073,7,0.569,1,0.446,288.473,1,0.0,TRAVQZF128F92F3CE3
Uriah Heep,Son Of A Bitch,London, England,Easy Livin' - The Singles A's & B's,0.47920455769377673,0.673238690660318,0.0,243.98322,0.0,-7.977,2006,141.118,22050,5.445,2,0.581,1,0.49,227.753,4,0.456,TRAVQPL128F9308D97
Alan Silvestri,Not Meant To Be Found,New York, NY,Lara Croft Tomb Raider: Cradle Of Life,0.45077989068682317,0.6293018056764849,0.0,42.91873,0.0,-14.931,0,201.541,22050,2.752,6,0.762,1,0.685,42.919,1,0.0,TRAVQER128F426FFDA
Edgar Bori,À l'arraché,Montreal,Fous les canards,0.3335571586810799,0.43909445647415124,0.0,274.83383,0.0,-16.758,0,76.562,22050,0.171,9,0.478,0,0.606,258.786,3,0.875,TRAVQSW12903CE12F8
Stephen Marley,Mind Control,,Mind Control,0.47717883383688675,0.7248130678122553,0.0,270.05342,0.0,-9.364,2005,118.144,22050,0.161,9,0.667,0,0.568,258.276,4,0.821,TRAVXII128F92FCC6D
The King Sisters,Hawaiian Wedding Song,,Aloha,0.2874467532300883,0.41614717642534665,0.0,195.89179,0.0,-27.863,0,58.294,22050,0.107,5,0.478,1,0.517,183.507,1,0.0,TRAVXUN12903CAC564
Michael Jackson,Girl You're So Together,,The Motown Years 50,0.8085021367031329,0.8665197540507962,0.0,188.99546,0.0,-10.44,1984,111.459,22050,0.0,3,0.721,1,0.773,180.227,4,0.884,TRAVXBL128F42BB389
Elena,Satan Kingsize,Dubai UAE,Porelamordedios,0.37825468551016656,0.6774204652262298,0.0,237.60934,0.0,-9.718,0,116.075,22050,2.31,0,0.499,1,0.655,228.31,4,1.0,TRAVXIG128F4266779
Michael Gettel,River Run,,Places In Time,0.3337708451653926,0.5106602362805842,0.0,452.25751,0.0,-16.685,1992,168.035,22050,16.736,1,0.156,0,0.15,430.66,4,0.31,TRAVXZP128F425C677
Fort Minor,Introduction (Album Version),LA California,The Rising Tied,0.5444145897079475,0.799689797759441,0.0,43.38893,0.0,-14.866,2005,122.843,22050,2.438,5,0.615,1,0.428,43.389,5,0.833,TRAVXEP128F14539AE
Ruby Isle,So Damn High (Will Eastman Club Edit),Minneapolis MN,Night Shot - The Remixes,0.3302970080485935,0.5352878299743541,0.0,277.73342,0.0,-6.326,0,128.004,22050,0.351,2,0.654,1,0.587,267.627,5,1.0,TRAVXJJ12903D0F1D8
Ray Conniff;Billy Butterfield,Time On My Hands (You In My Arms),Attleboro, MA,CONNIFF MEETS BUTTERFIELD               BILLY BUTTERFIELD and RAY CONNIFF,0.3765142312148788,0.5557649996003,0.0,175.15057,0.0,-13.526,0,116.195,22050,0.0,8,0.494,1,0.453,171.386,4,0.293,TRAVXVJ128F92EA97C
Percy Mayfield,Please Send Me Someone To Love,Minden, LA,The Birth of R&B,0.3337233424910259,0.5050743033677243,0.0,173.50485,0.0,-16.472,1950,93.707,22050,0.0,0,0.529,1,0.58,168.681,3,0.976,TRAVEOQ128F931C8F4
Mind Furniture,Hoop of Flame (IV. Glimpse of a Chance),California - SF,Hoop of Flame,0.0,0.031013498945186273,0.0,516.362,0.0,-12.969,0,135.189,22050,0.223,0,0.305,1,0.587,468.329,7,0.77,TRAVEGK12903CA4E42
Jack Sheldon,Dear Ann,Jacksonville, FL,Playing For Change,0.3156170640787539,0.4072431195052308,0.0,319.39873,0.0,-13.157,0,113.097,22050,0.357,0,0.417,1,0.209,309.081,4,0.0,TRAVEQI128F426F935
The Mystic Moods Orchestra,Visions,,Stormy Weekend,0.16979703260637394,0.32442221675811933,0.0,207.09832,0.0,-29.342,0,60.439,22050,0.0,0,0.615,1,0.624,203.714,4,0.584,TRAVEYE128F933EA89
A Tribe Called Quest,Like It Like That,Queens, NY,The Best Of,0.5436811066612864,0.7700406945158101,0.0,166.86975,0.0,-9.309,1998,94.971,22050,0.102,8,0.28,0,0.354,164.281,4,0.584,TRAVELY128F42606F8
John Brown,The Scenic Route,North Carolina,Burbstrumentals_ Vol. 1,0.38718194162247555,0.6415251361910892,0.0,59.95057,0.0,-6.86,0,96.058,22050,0.0,1,0.0,1,0.0,59.951,4,0.0,TRAVEMF12903CAF953
Chico Hamilton,Denise,Los Angeles, CA,Trio! Live @ Artpark,0.351675722091874,0.598739119236467,0.0,473.49506,0.0,-17.276,0,115.405,22050,0.0,5,0.203,1,0.042,421.268,1,0.737,TRAVEKB128F9321D0B
